Session Number, Operation, Start Timestamp, End Timestamp, Date 1, Date 2, Days, Weeks, Months, Phrase, Result of Operation, Error
101,Add months to date,27-8-2020 20:36:13,27-8-2020 20:36:13,15-10-1406,N.A,N.A,N.A,24,N.A,N.A,15-10-1408,N.A
101,Get date from string,27-8-2020 20:36:13,27-8-2020 20:36:13,N.A,N.A,N.A,N.A,N.A,N.A,NEXT WEEK,3-9-2020,N.A
101,Get date from string,27-8-2020 20:36:13,27-8-2020 20:36:13,N.A,N.A,N.A,N.A,N.A,N.A,NEXT WEEK,3-9-2020,N.A
101,Subtract months from date,27-8-2020 20:36:13,27-8-2020 20:36:13,8-10-2783,N.A,N.A,N.A,36,N.A,N.A,8-10-2780,N.A
101,Add weeks to date,27-8-2020 20:36:13,27-8-2020 20:36:13,32-6-1044,N.A,N.A,430,N.A,N.A,N.A,28-9-1052,N.A
101,Subtract months from date,27-8-2020 20:36:13,27-8-2020 20:36:13,14-9-1452,N.A,N.A,N.A,334,N.A,N.A,14-11-1424,N.A
101,Get date from string,27-8-2020 20:36:13,27-8-2020 20:36:13,N.A,N.A,N.A,N.A,N.A,N.A,132 DAYS FROM NOW,6-1-2021,N.A
101,Get date from string,27-8-2020 20:36:13,27-8-2020 20:36:13,N.A,N.A,N.A,N.A,N.A,N.A,334 DAYS EARLIER,28-9-2019,N.A
101,Get week number,27-8-2020 20:36:13,27-8-2020 20:36:13,3-6-1391,N.A,N.A,N.A,N.A,N.A,N.A,22,N.A
101,Get day of the week,27-8-2020 20:36:13,27-8-2020 20:36:13,1-3-2941,N.A,N.A,N.A,N.A,N.A,N.A,Wednesday,N.A
101,Exit Session,27-8-2020 20:36:13,27-8-2020 20:36:13,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
102,Subtract weeks from date,27-8-2020 20:36:13,27-8-2020 20:36:13,15-3-2212,N.A,N.A,50,N.A,N.A,N.A,31-3-2211,N.A
102,Get day of the week,27-8-2020 20:36:13,27-8-2020 20:36:13,32-10-2179,N.A,N.A,N.A,N.A,N.A,N.A,Monday,N.A
102,Subtact two dates,27-8-2020 20:36:13,27-8-2020 20:36:13,27-6-2887,17-11-1990,N.A,N.A,N.A,N.A,N.A,Days: 327480	Weeks: 46782	Months: 10759,N.A
102,Add weeks to date,27-8-2020 20:36:13,27-8-2020 20:36:13,2-4-2640,N.A,N.A,105,N.A,N.A,N.A,7-4-2642,N.A
102,N.A,27-8-2020 20:36:13,27-8-2020 20:36:13,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
102,Get day of the week,27-8-2020 20:36:13,27-8-2020 20:36:13,15-3-1756,N.A,N.A,N.A,N.A,N.A,N.A,Monday,N.A
102,Get week number,27-8-2020 20:36:13,27-8-2020 20:36:13,21-4-2757,N.A,N.A,N.A,N.A,N.A,N.A,17,N.A
102,Subtract years from date,27-8-2020 20:36:13,27-8-2020 20:36:13,20-11-2058,N.A,N.A,N.A,N.A,24,N.A,20-11-2034,N.A
102,N.A,27-8-2020 20:36:13,27-8-2020 20:36:13,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
102,Subtact two dates,27-8-2020 20:36:13,27-8-2020 20:36:13,14-2-2203,26-9-1914,N.A,N.A,N.A,N.A,N.A,Days: 105331	Weeks: 15047	Months: 3460,N.A
102,Exit Session,27-8-2020 20:36:13,27-8-2020 20:36:13,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
103,Add weeks to date,27-8-2020 20:36:13,27-8-2020 20:36:13,29-13-1985,N.A,N.A,488,N.A,N.A,N.A,7-6-1995,N.A
103,N.A,27-8-2020 20:36:13,27-8-2020 20:36:13,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
103,Add months to date,27-8-2020 20:36:13,27-8-2020 20:36:13,9-3-1968,N.A,N.A,N.A,459,N.A,N.A,9-6-2006,N.A
103,Subtact two dates,27-8-2020 20:36:13,27-8-2020 20:36:13,24-11-1812,7-12-1112,N.A,N.A,N.A,N.A,N.A,Days: 255650	Weeks: 36521	Months: 8399,N.A
103,Subtract years from date,27-8-2020 20:36:13,27-8-2020 20:36:13,7-2-1953,N.A,N.A,N.A,N.A,78,N.A,7-2-1875,N.A
103,Get week number,27-8-2020 20:36:13,27-8-2020 20:36:13,8-4-2619,N.A,N.A,N.A,N.A,N.A,N.A,15,N.A
103,Subtract days from date,27-8-2020 20:36:13,27-8-2020 20:36:13,2-9-1542,N.A,279,N.A,N.A,N.A,N.A,27-11-1541,N.A
103,Subtract weeks from date,27-8-2020 20:36:13,27-8-2020 20:36:13,10-1-1708,N.A,N.A,384,N.A,N.A,N.A,31-8-1700,N.A
103,Add days to date,27-8-2020 20:36:13,27-8-2020 20:36:13,32-8-1228,N.A,157,N.A,N.A,N.A,N.A,5-2-1229,N.A
103,Subtract years from date,27-8-2020 20:36:13,27-8-2020 20:36:13,3-13-2059,N.A,N.A,N.A,N.A,443,N.A,3-1-1617,N.A
103,Exit Session,27-8-2020 20:36:13,27-8-2020 20:36:13,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
104,Add weeks to date,27-8-2020 20:36:13,27-8-2020 20:36:13,26-6-2611,N.A,N.A,372,N.A,N.A,N.A,12-8-2618,N.A
104,Get date from string,27-8-2020 20:36:13,27-8-2020 20:36:13,N.A,N.A,N.A,N.A,N.A,N.A,NEXT YEAR,27-8-2021,N.A
104,Get week number,27-8-2020 20:36:13,27-8-2020 20:36:13,28-3-1323,N.A,N.A,N.A,N.A,N.A,N.A,14,N.A
104,Add years to date,27-8-2020 20:36:13,27-8-2020 20:36:13,11-10-1628,N.A,N.A,N.A,N.A,366,N.A,11-10-1994,N.A
104,Get day of the week,27-8-2020 20:36:13,27-8-2020 20:36:13,8-9-2308,N.A,N.A,N.A,N.A,N.A,N.A,Tuesday,N.A
104,Get week number,27-8-2020 20:36:13,27-8-2020 20:36:13,22-8-1313,N.A,N.A,N.A,N.A,N.A,N.A,34,N.A
104,Add months to date,27-8-2020 20:36:13,27-8-2020 20:36:13,30-11-1864,N.A,N.A,N.A,192,N.A,N.A,30-11-1880,N.A
104,Subtract weeks from date,27-8-2020 20:36:13,27-8-2020 20:36:13,29-1-1818,N.A,N.A,148,N.A,N.A,N.A,30-3-1815,N.A
104,Subtract weeks from date,27-8-2020 20:36:13,27-8-2020 20:36:13,4-12-1120,N.A,N.A,159,N.A,N.A,N.A,17-11-1117,N.A
104,Get week number,27-8-2020 20:36:13,27-8-2020 20:36:13,28-11-1898,N.A,N.A,N.A,N.A,N.A,N.A,49,N.A
104,Exit Session,27-8-2020 20:36:13,27-8-2020 20:36:13,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
105,Get date from string,27-8-2020 20:36:13,27-8-2020 20:36:13,N.A,N.A,N.A,N.A,N.A,N.A,404 MONTHS AFTER,27-4-2054,N.A
105,Subtract weeks from date,27-8-2020 20:36:13,27-8-2020 20:36:13,6-2-2018,N.A,N.A,247,N.A,N.A,N.A,14-5-2013,N.A
105,Add two dates,27-8-2020 20:36:13,27-8-2020 20:36:13,26-6-1680,26-6-2714,N.A,N.A,N.A,N.A,N.A,22-1-4395,N.A
105,N.A,27-8-2020 20:36:13,27-8-2020 20:36:13,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
105,Add days to date,27-8-2020 20:36:13,27-8-2020 20:36:13,31-1-2247,N.A,128,N.A,N.A,N.A,N.A,8-6-2247,N.A
105,Subtract months from date,27-8-2020 20:36:13,27-8-2020 20:36:13,24-11-1654,N.A,N.A,N.A,407,N.A,N.A,24-12-1620,N.A
105,Get week number,27-8-2020 20:36:13,27-8-2020 20:36:13,6-2-1491,N.A,N.A,N.A,N.A,N.A,N.A,7,N.A
105,Get date from string,27-8-2020 20:36:13,27-8-2020 20:36:13,N.A,N.A,N.A,N.A,N.A,N.A,NEXT MONTH,27-9-2020,N.A
105,N.A,27-8-2020 20:36:13,27-8-2020 20:36:13,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
105,Subtract years from date,27-8-2020 20:36:13,27-8-2020 20:36:13,16-5-1493,N.A,N.A,N.A,N.A,191,N.A,16-5-1302,N.A
105,Exit Session,27-8-2020 20:36:13,27-8-2020 20:36:13,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
106,Add years to date,27-8-2020 20:36:13,27-8-2020 20:36:13,14-12-2927,N.A,N.A,N.A,N.A,310,N.A,14-12-3237,N.A
106,Subtract years from date,27-8-2020 20:36:13,27-8-2020 20:36:13,7-12-1119,N.A,N.A,N.A,N.A,144,N.A,7-12-975,N.A
106,Add years to date,27-8-2020 20:36:13,27-8-2020 20:36:13,13-2-2665,N.A,N.A,N.A,N.A,301,N.A,13-2-2966,N.A
106,Add months to date,27-8-2020 20:36:13,27-8-2020 20:36:13,26-12-1386,N.A,N.A,N.A,48,N.A,N.A,26-12-1390,N.A
106,N.A,27-8-2020 20:36:13,27-8-2020 20:36:13,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
106,Get date from string,27-8-2020 20:36:13,27-8-2020 20:36:13,N.A,N.A,N.A,N.A,N.A,N.A,YESTERDAY,26-8-2020,N.A
106,Get week number,27-8-2020 20:36:13,27-8-2020 20:36:13,1-6-2072,N.A,N.A,N.A,N.A,N.A,N.A,23,N.A
106,Add years to date,27-8-2020 20:36:13,27-8-2020 20:36:13,5-10-2785,N.A,N.A,N.A,N.A,18,N.A,5-10-2803,N.A
106,Get date from string,27-8-2020 20:36:13,27-8-2020 20:36:13,N.A,N.A,N.A,N.A,N.A,N.A,10 MONTHS FROM NOW,27-6-2021,N.A
106,Add weeks to date,27-8-2020 20:36:13,27-8-2020 20:36:13,19-6-2659,N.A,N.A,152,N.A,N.A,N.A,18-5-2662,N.A
106,Exit Session,27-8-2020 20:36:13,27-8-2020 20:36:13,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
107,Add months to date,27-8-2020 20:36:13,27-8-2020 20:36:13,24-4-1431,N.A,N.A,N.A,352,N.A,N.A,24-8-1460,N.A
107,Add two dates,27-8-2020 20:36:13,27-8-2020 20:36:13,13-10-2088,10-1-1909,N.A,N.A,N.A,N.A,N.A,23-11-3997,N.A
107,Get day of the week,27-8-2020 20:36:13,27-8-2020 20:36:13,20-12-2694,N.A,N.A,N.A,N.A,N.A,N.A,Thursday,N.A
107,Subtract days from date,27-8-2020 20:36:13,27-8-2020 20:36:13,30-5-2896,N.A,81,N.A,N.A,N.A,N.A,10-3-2896,N.A
107,Get week number,27-8-2020 20:36:13,27-8-2020 20:36:13,8-1-2109,N.A,N.A,N.A,N.A,N.A,N.A,2,N.A
107,Get day of the week,27-8-2020 20:36:13,27-8-2020 20:36:13,2-11-1493,N.A,N.A,N.A,N.A,N.A,N.A,Saturday,N.A
107,Get week number,27-8-2020 20:36:13,27-8-2020 20:36:13,11-7-2660,N.A,N.A,N.A,N.A,N.A,N.A,28,N.A
107,Add weeks to date,27-8-2020 20:36:13,27-8-2020 20:36:13,24-10-1853,N.A,N.A,69,N.A,N.A,N.A,19-2-1855,N.A
107,Subtract weeks from date,27-8-2020 20:36:13,27-8-2020 20:36:13,14-13-2375,N.A,N.A,269,N.A,N.A,N.A,18-11-2370,N.A
107,Get week number,27-8-2020 20:36:14,27-8-2020 20:36:14,32-3-2542,N.A,N.A,N.A,N.A,N.A,N.A,14,N.A
107,Exit Session,27-8-2020 20:36:14,27-8-2020 20:36:14,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
108,Get day of the week,27-8-2020 20:36:14,27-8-2020 20:36:14,22-2-1246,N.A,N.A,N.A,N.A,N.A,N.A,Thursday,N.A
108,Get date from string,27-8-2020 20:36:14,27-8-2020 20:36:14,N.A,N.A,N.A,N.A,N.A,N.A,270 YEARS FROM NOW,27-8-2290,N.A
108,Subtract days from date,27-8-2020 20:36:14,27-8-2020 20:36:14,23-11-1378,N.A,415,N.A,N.A,N.A,N.A,4-10-1377,N.A
108,Get day of the week,27-8-2020 20:36:14,27-8-2020 20:36:14,25-5-2425,N.A,N.A,N.A,N.A,N.A,N.A,Sunday,N.A
108,Subtract years from date,27-8-2020 20:36:14,27-8-2020 20:36:14,27-2-2334,N.A,N.A,N.A,N.A,394,N.A,27-2-1940,N.A
108,N.A,27-8-2020 20:36:14,27-8-2020 20:36:14,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
108,Get week number,27-8-2020 20:36:14,27-8-2020 20:36:14,30-8-2962,N.A,N.A,N.A,N.A,N.A,N.A,36,N.A
108,Add years to date,27-8-2020 20:36:14,27-8-2020 20:36:14,16-1-1381,N.A,N.A,N.A,N.A,471,N.A,16-1-1852,N.A
108,Get day of the week,27-8-2020 20:36:14,27-8-2020 20:36:14,13-11-1475,N.A,N.A,N.A,N.A,N.A,N.A,Monday,N.A
108,Subtract months from date,27-8-2020 20:36:14,27-8-2020 20:36:14,14-11-2860,N.A,N.A,N.A,219,N.A,N.A,14-8-2842,N.A
108,Exit Session,27-8-2020 20:36:14,27-8-2020 20:36:14,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
109,Subtract days from date,27-8-2020 20:36:14,27-8-2020 20:36:14,28-13-2808,N.A,343,N.A,N.A,N.A,N.A,20-2-2808,N.A
109,Subtract years from date,27-8-2020 20:36:14,27-8-2020 20:36:14,2-2-2937,N.A,N.A,N.A,N.A,17,N.A,2-2-2920,N.A
109,Add two dates,27-8-2020 20:36:14,27-8-2020 20:36:14,22-6-2863,28-6-2663,N.A,N.A,N.A,N.A,N.A,20-1-5527,N.A
109,Get week number,27-8-2020 20:36:14,27-8-2020 20:36:14,6-9-2132,N.A,N.A,N.A,N.A,N.A,N.A,36,N.A
109,Subtract weeks from date,27-8-2020 20:36:14,27-8-2020 20:36:14,23-8-2398,N.A,N.A,142,N.A,N.A,N.A,3-12-2395,N.A
109,Get date from string,27-8-2020 20:36:14,27-8-2020 20:36:14,N.A,N.A,N.A,N.A,N.A,N.A,328 YEARS EARLIER,27-8-1692,N.A
109,Get day of the week,27-8-2020 20:36:14,27-8-2020 20:36:14,6-11-2973,N.A,N.A,N.A,N.A,N.A,N.A,Saturday,N.A
109,Subtract weeks from date,27-8-2020 20:36:14,27-8-2020 20:36:14,14-1-1805,N.A,N.A,178,N.A,N.A,N.A,17-8-1801,N.A
109,Add months to date,27-8-2020 20:36:14,27-8-2020 20:36:14,22-5-1043,N.A,N.A,N.A,265,N.A,N.A,22-6-1065,N.A
109,N.A,27-8-2020 20:36:14,27-8-2020 20:36:14,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
109,Exit Session,27-8-2020 20:36:14,27-8-2020 20:36:14,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
110,Add weeks to date,27-8-2020 20:36:14,27-8-2020 20:36:14,26-12-1450,N.A,N.A,450,N.A,N.A,N.A,11-8-1459,N.A
110,Subtract months from date,27-8-2020 20:36:14,27-8-2020 20:36:14,12-6-1045,N.A,N.A,N.A,333,N.A,N.A,12-9-1017,N.A
110,Subtract weeks from date,27-8-2020 20:36:14,27-8-2020 20:36:14,8-4-2169,N.A,N.A,484,N.A,N.A,N.A,29-12-2159,N.A
110,Get date from string,27-8-2020 20:36:14,27-8-2020 20:36:14,N.A,N.A,N.A,N.A,N.A,N.A,204 MONTHS AFTER,27-8-2037,N.A
110,Subtract months from date,27-8-2020 20:36:14,27-8-2020 20:36:14,1-7-2180,N.A,N.A,N.A,374,N.A,N.A,1-5-2149,N.A
110,Subtract years from date,27-8-2020 20:36:14,27-8-2020 20:36:14,9-9-1224,N.A,N.A,N.A,N.A,67,N.A,9-9-1157,N.A
110,Add weeks to date,27-8-2020 20:36:14,27-8-2020 20:36:14,1-4-2532,N.A,N.A,304,N.A,N.A,N.A,28-1-2538,N.A
110,Get day of the week,27-8-2020 20:36:14,27-8-2020 20:36:14,5-7-1234,N.A,N.A,N.A,N.A,N.A,N.A,Wednesday,N.A
110,Subtract days from date,27-8-2020 20:36:14,27-8-2020 20:36:14,27-3-2827,N.A,185,N.A,N.A,N.A,N.A,23-9-2826,N.A
110,Subtract days from date,27-8-2020 20:36:14,27-8-2020 20:36:14,5-10-2043,N.A,65,N.A,N.A,N.A,N.A,1-8-2043,N.A
110,Exit Session,27-8-2020 20:36:14,27-8-2020 20:36:14,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
111,Add years to date,27-8-2020 20:36:14,27-8-2020 20:36:14,14-13-2637,N.A,N.A,N.A,N.A,480,N.A,14-1-3118,N.A
111,Get day of the week,27-8-2020 20:36:14,27-8-2020 20:36:14,8-1-2796,N.A,N.A,N.A,N.A,N.A,N.A,Monday,N.A
111,Add two dates,27-8-2020 20:36:14,27-8-2020 20:36:14,16-13-1093,19-9-1526,N.A,N.A,N.A,N.A,N.A,4-11-2620,N.A
111,Add weeks to date,27-8-2020 20:36:14,27-8-2020 20:36:14,25-7-1680,N.A,N.A,205,N.A,N.A,N.A,29-6-1684,N.A
111,Get week number,27-8-2020 20:36:14,27-8-2020 20:36:14,6-12-1062,N.A,N.A,N.A,N.A,N.A,N.A,49,N.A
111,Subtract years from date,27-8-2020 20:36:14,27-8-2020 20:36:14,1-11-2584,N.A,N.A,N.A,N.A,119,N.A,1-11-2465,N.A
111,N.A,27-8-2020 20:36:14,27-8-2020 20:36:14,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
111,Subtact two dates,27-8-2020 20:36:14,27-8-2020 20:36:14,1-2-1871,10-9-2730,N.A,N.A,N.A,N.A,N.A,Days: 313965	Weeks: 44852	Months: 10315,N.A
111,Add years to date,27-8-2020 20:36:14,27-8-2020 20:36:14,10-11-1565,N.A,N.A,N.A,N.A,130,N.A,10-11-1695,N.A
111,Get day of the week,27-8-2020 20:36:14,27-8-2020 20:36:14,8-13-1658,N.A,N.A,N.A,N.A,N.A,N.A,Wednesday,N.A
111,Exit Session,27-8-2020 20:36:14,27-8-2020 20:36:14,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
112,Subtract years from date,27-8-2020 20:36:15,27-8-2020 20:36:15,29-10-1176,N.A,N.A,N.A,N.A,148,N.A,29-10-1028,N.A
112,Get week number,27-8-2020 20:36:15,27-8-2020 20:36:15,14-1-1865,N.A,N.A,N.A,N.A,N.A,N.A,2,N.A
112,Subtract days from date,27-8-2020 20:36:15,27-8-2020 20:36:15,29-11-1521,N.A,484,N.A,N.A,N.A,N.A,2-8-1520,N.A
112,Subtract days from date,27-8-2020 20:36:15,27-8-2020 20:36:15,27-3-1847,N.A,263,N.A,N.A,N.A,N.A,7-7-1846,N.A
112,Subtact two dates,27-8-2020 20:36:15,27-8-2020 20:36:15,27-10-2799,23-2-2129,N.A,N.A,N.A,N.A,N.A,Days: 244958	Weeks: 34994	Months: 8048,N.A
112,Subtract weeks from date,27-8-2020 20:36:15,27-8-2020 20:36:15,3-12-2277,N.A,N.A,483,N.A,N.A,N.A,31-8-2268,N.A
112,Get day of the week,27-8-2020 20:36:15,27-8-2020 20:36:15,9-11-2687,N.A,N.A,N.A,N.A,N.A,N.A,Wednesday,N.A
112,Subtract weeks from date,27-8-2020 20:36:15,27-8-2020 20:36:15,25-1-1973,N.A,N.A,478,N.A,N.A,N.A,28-11-1963,N.A
112,Add weeks to date,27-8-2020 20:36:15,27-8-2020 20:36:15,6-11-1672,N.A,N.A,316,N.A,N.A,N.A,27-11-1678,N.A
112,Add years to date,27-8-2020 20:36:15,27-8-2020 20:36:15,22-12-2764,N.A,N.A,N.A,N.A,254,N.A,22-12-3018,N.A
112,Exit Session,27-8-2020 20:36:15,27-8-2020 20:36:15,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
113,Subtract months from date,27-8-2020 20:36:15,27-8-2020 20:36:15,4-4-2523,N.A,N.A,N.A,6,N.A,N.A,4-10-2522,N.A
113,Add days to date,27-8-2020 20:36:15,27-8-2020 20:36:15,8-10-1374,N.A,133,N.A,N.A,N.A,N.A,18-2-1375,N.A
113,Get day of the week,27-8-2020 20:36:15,27-8-2020 20:36:15,27-1-1504,N.A,N.A,N.A,N.A,N.A,N.A,Saturday,N.A
113,Add days to date,27-8-2020 20:36:15,27-8-2020 20:36:15,18-10-1110,N.A,445,N.A,N.A,N.A,N.A,6-1-1112,N.A
113,Get day of the week,27-8-2020 20:36:15,27-8-2020 20:36:15,4-10-2959,N.A,N.A,N.A,N.A,N.A,N.A,Thursday,N.A
113,Get week number,27-8-2020 20:36:15,27-8-2020 20:36:15,13-9-1843,N.A,N.A,N.A,N.A,N.A,N.A,37,N.A
113,Add days to date,27-8-2020 20:36:15,27-8-2020 20:36:15,11-9-2691,N.A,307,N.A,N.A,N.A,N.A,14-7-2692,N.A
113,Get day of the week,27-8-2020 20:36:15,27-8-2020 20:36:15,2-7-2263,N.A,N.A,N.A,N.A,N.A,N.A,Thursday,N.A
113,Add months to date,27-8-2020 20:36:15,27-8-2020 20:36:15,7-7-1059,N.A,N.A,N.A,240,N.A,N.A,7-7-1079,N.A
113,Get date from string,27-8-2020 20:36:15,27-8-2020 20:36:15,N.A,N.A,N.A,N.A,N.A,N.A,YESTERDAY,26-8-2020,N.A
113,Exit Session,27-8-2020 20:36:15,27-8-2020 20:36:15,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
114,Get date from string,27-8-2020 20:36:15,27-8-2020 20:36:15,N.A,N.A,N.A,N.A,N.A,N.A,PREVIOUS YEAR,27-8-2019,N.A
114,N.A,27-8-2020 20:36:15,27-8-2020 20:36:15,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
114,N.A,27-8-2020 20:36:15,27-8-2020 20:36:15,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
114,Subtract years from date,27-8-2020 20:36:15,27-8-2020 20:36:15,18-7-1959,N.A,N.A,N.A,N.A,135,N.A,18-7-1824,N.A
114,Get week number,27-8-2020 20:36:15,27-8-2020 20:36:15,16-13-1728,N.A,N.A,N.A,N.A,N.A,N.A,4,N.A
114,Get day of the week,27-8-2020 20:36:15,27-8-2020 20:36:15,20-12-1010,N.A,N.A,N.A,N.A,N.A,N.A,Wednesday,N.A
114,Add weeks to date,27-8-2020 20:36:15,27-8-2020 20:36:15,29-5-2226,N.A,N.A,299,N.A,N.A,N.A,20-2-2232,N.A
114,Subtract weeks from date,27-8-2020 20:36:15,27-8-2020 20:36:15,30-5-2449,N.A,N.A,313,N.A,N.A,N.A,31-5-2443,N.A
114,Add years to date,27-8-2020 20:36:15,27-8-2020 20:36:15,26-13-2906,N.A,N.A,N.A,N.A,53,N.A,26-1-2960,N.A
114,N.A,27-8-2020 20:36:15,27-8-2020 20:36:15,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
114,Exit Session,27-8-2020 20:36:15,27-8-2020 20:36:15,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
115,Subtract years from date,27-8-2020 20:36:15,27-8-2020 20:36:15,29-12-1729,N.A,N.A,N.A,N.A,63,N.A,29-12-1666,N.A
115,Get date from string,27-8-2020 20:36:15,27-8-2020 20:36:15,N.A,N.A,N.A,N.A,N.A,N.A,67 DAYS AFTER,2-11-2020,N.A
115,Get week number,27-8-2020 20:36:15,27-8-2020 20:36:15,32-4-1045,N.A,N.A,N.A,N.A,N.A,N.A,18,N.A
115,Add two dates,27-8-2020 20:36:15,27-8-2020 20:36:15,31-3-2940,13-9-1122,N.A,N.A,N.A,N.A,N.A,13-1-4063,N.A
115,Add weeks to date,27-8-2020 20:36:15,27-8-2020 20:36:15,19-11-2437,N.A,N.A,236,N.A,N.A,N.A,29-5-2442,N.A
115,Get date from string,27-8-2020 20:36:15,27-8-2020 20:36:15,N.A,N.A,N.A,N.A,N.A,N.A,444 DAYS BEFORE,10-6-2019,N.A
115,Subtract years from date,27-8-2020 20:36:15,27-8-2020 20:36:15,24-3-1147,N.A,N.A,N.A,N.A,59,N.A,24-3-1088,N.A
115,Add weeks to date,27-8-2020 20:36:15,27-8-2020 20:36:15,27-5-1746,N.A,N.A,252,N.A,N.A,N.A,26-3-1751,N.A
115,Subtract years from date,27-8-2020 20:36:15,27-8-2020 20:36:15,19-8-1081,N.A,N.A,N.A,N.A,263,N.A,19-8-818,N.A
115,Get week number,27-8-2020 20:36:15,27-8-2020 20:36:15,16-3-2119,N.A,N.A,N.A,N.A,N.A,N.A,11,N.A
115,Exit Session,27-8-2020 20:36:15,27-8-2020 20:36:15,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
116,Get date from string,27-8-2020 20:36:15,27-8-2020 20:36:15,N.A,N.A,N.A,N.A,N.A,N.A,55 DAYS FROM NOW,21-10-2020,N.A
116,Subtract days from date,27-8-2020 20:36:15,27-8-2020 20:36:15,31-11-2433,N.A,298,N.A,N.A,N.A,N.A,6-2-2433,N.A
116,Subtact two dates,27-8-2020 20:36:15,27-8-2020 20:36:15,3-3-1620,31-11-2156,N.A,N.A,N.A,N.A,N.A,Days: 196043	Weeks: 28006	Months: 6440,N.A
116,Subtract days from date,27-8-2020 20:36:15,27-8-2020 20:36:15,20-12-2132,N.A,442,N.A,N.A,N.A,N.A,5-10-2131,N.A
116,Add months to date,27-8-2020 20:36:15,27-8-2020 20:36:15,28-7-1111,N.A,N.A,N.A,462,N.A,N.A,28-1-1150,N.A
116,Get week number,27-8-2020 20:36:15,27-8-2020 20:36:15,11-3-1924,N.A,N.A,N.A,N.A,N.A,N.A,11,N.A
116,Subtract weeks from date,27-8-2020 20:36:15,27-8-2020 20:36:15,30-9-2305,N.A,N.A,356,N.A,N.A,N.A,3-12-2298,N.A
116,Subtract days from date,27-8-2020 20:36:15,27-8-2020 20:36:15,32-10-2270,N.A,35,N.A,N.A,N.A,N.A,27-9-2270,N.A
116,Add two dates,27-8-2020 20:36:15,27-8-2020 20:36:15,14-12-1907,27-8-1050,N.A,N.A,N.A,N.A,N.A,10-9-2958,N.A
116,Add years to date,27-8-2020 20:36:15,27-8-2020 20:36:15,7-7-2180,N.A,N.A,N.A,N.A,462,N.A,7-7-2642,N.A
116,Exit Session,27-8-2020 20:36:15,27-8-2020 20:36:15,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
117,Add days to date,27-8-2020 20:36:15,27-8-2020 20:36:15,8-10-1002,N.A,227,N.A,N.A,N.A,N.A,23-5-1003,N.A
117,Get date from string,27-8-2020 20:36:15,27-8-2020 20:36:15,N.A,N.A,N.A,N.A,N.A,N.A,DAY BEFORE YESTERDAY,25-8-2020,N.A
117,Get day of the week,27-8-2020 20:36:15,27-8-2020 20:36:15,23-10-2604,N.A,N.A,N.A,N.A,N.A,N.A,Tuesday,N.A
117,Get week number,27-8-2020 20:36:15,27-8-2020 20:36:15,17-11-2377,N.A,N.A,N.A,N.A,N.A,N.A,47,N.A
117,Add years to date,27-8-2020 20:36:15,27-8-2020 20:36:15,24-13-2863,N.A,N.A,N.A,N.A,248,N.A,24-1-3112,N.A
117,Add days to date,27-8-2020 20:36:15,27-8-2020 20:36:15,24-5-2873,N.A,93,N.A,N.A,N.A,N.A,25-8-2873,N.A
117,Add two dates,27-8-2020 20:36:15,27-8-2020 20:36:15,31-2-1923,27-11-2763,N.A,N.A,N.A,N.A,N.A,28-2-4687,N.A
117,N.A,27-8-2020 20:36:15,27-8-2020 20:36:15,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
